event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
260309227,true,1998-12-16 16:45:00.000,14.355540922,45.9075189107,"ii","winterden","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309228,true,1998-12-17 11:10:00.000,14.355540922,45.9075189107,"nm","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309229,true,1998-12-18 13:00:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309230,true,1998-12-22 13:45:00.000,14.355540922,45.9075189107,"ii","winterden","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309231,true,1998-12-23 15:45:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309232,true,1999-01-07 11:25:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309233,true,1999-01-14 08:55:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309234,true,1999-01-19 09:10:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309235,true,1999-01-21 08:15:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309236,true,1999-01-25 10:00:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309237,true,1999-01-26 09:10:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309238,true,1999-02-01 09:50:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309239,true,1999-02-06 09:20:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309240,true,1999-02-09 11:00:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309241,true,1999-02-13 10:20:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309242,true,1999-02-23 09:05:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309243,true,1999-02-27 11:05:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309244,true,1999-03-04 10:10:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309245,true,1999-03-06 08:25:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309246,true,1999-03-11 14:00:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309247,true,1999-03-15 10:20:00.000,14.355540922,45.9075189107,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309248,true,1999-03-18 08:55:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309249,true,1999-03-23 14:15:00.000,14.355540922,45.9075189107,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309250,true,1999-03-27 09:55:00.000,14.355540922,45.9075189107,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309251,true,1999-03-30 08:50:00.000,14.355540922,45.9075189107,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",450015.0014986502,5083974.197546183,"33N"
260309252,true,1999-04-06 15:20:00.000,14.3359133253,45.9321504517,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",448515.45154449635,5086723.372462028,"33N"
260309253,true,1999-04-10 13:30:00.000,14.3414199077,45.9299328766,"ii","bones and fell of a deer on railway","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",448940.3240324658,5086473.447461806,"33N"
260309254,true,1999-04-14 11:55:00.000,14.3362356756,45.9321523245,"ii","beech trees are green, first cuckoo","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",448540.4440455052,5086723.372458897,"33N"
260309255,true,1999-04-17 11:45:00.000,14.3440251269,45.9276984175,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",449140.2640288134,5086223.522475612,"33N"
260309256,true,1999-04-19 13:25:00.000,14.3463131082,45.9250121948,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",449315.2115186371,5085923.61247835,"33N"
260309257,true,1999-04-21 20:30:00.000,14.345655266,45.9261331523,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",449265.2265245419,5086048.574974804,"33N"
260309258,true,1999-05-03 13:00:00.000,14.345655266,45.9261331523,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",449265.2265245419,5086048.574974804,"33N"
260309259,true,1999-05-06 14:00:00.000,14.3453223657,45.9270310235,"ii","she is next to railway","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",449240.2340262974,5086148.544980132,"33N"
260309260,true,1999-05-11 20:15:00.000,14.2895239471,45.9296220073,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444916.53165397164,5086473.447465441,"33N"
260309261,true,1999-05-14 15:10:00.000,14.2811723704,45.9273203328,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444266.7266766694,5086223.52247811,"33N"
260309262,true,1999-05-18 14:55:00.000,14.2859927227,45.9284752757,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444641.6141623565,5086348.484970265,"33N"
260309263,true,1999-06-01 19:55:00.000,14.2869452884,45.9296059458,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444716.591662556,5086473.447463104,"33N"
260309264,true,1999-06-08 15:00:00.000,14.2861225612,45.9183535769,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444641.61415835004,5085223.822509057,"33N"
260309265,true,1999-06-10 12:35:00.000,14.2711674487,45.9036377343,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",443466.96669486095,5083599.31004958,"33N"
260309266,true,1999-06-14 14:00:00.000,14.2809635514,45.893577242,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444216.7416753362,5082474.64758366,"33N"
260309267,true,1999-06-18 21:20:00.000,14.2846268408,45.9093464213,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444516.6516633048,5084224.122530868,"33N"
260309268,true,1999-06-22 18:10:00.000,14.2837856577,45.9246374068,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444466.6666682131,5085923.612486976,"33N"
260309269,true,1999-06-24 08:20:00.000,14.296583992,45.9321400718,"ii","","4","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",445466.3666375346,5086748.364957126,"33N"
260309270,true,1999-06-29 19:25:00.000,14.2893308749,45.9194982989,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444891.5391578906,5085348.784995851,"33N"
260309271,true,1999-07-01 13:55:00.000,14.298635078,45.8972862059,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",445591.3291333398,5082874.527579572,"33N"
260309272,true,1999-07-06 13:50:00.000,14.27205578,45.8849728937,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",443516.95169724704,5081524.932618918,"33N"
260309273,true,1999-07-13 21:40:00.000,14.2843753099,45.9289150472,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444516.65166265145,5086398.46997023,"33N"
260309274,true,1999-07-14 08:20:00.000,14.2843608462,45.9300396788,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444516.651662807,5086523.432467353,"33N"
260309275,true,1999-07-27 08:30:00.000,14.2827549726,45.9295797218,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444391.68916941585,5086473.447462529,"33N"
260309276,true,1999-07-29 17:00:00.000,14.2866517908,45.9273546694,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444691.5991565876,5086223.522478152,"33N"
260309277,true,1999-07-30 19:00:00.000,14.3344576078,45.9190952011,"aa","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",448390.48905189056,5085273.80750302,"33N"
260309278,true,1999-09-15 10:20:00.000,14.2831836876,45.8962905401,"ii","","3","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",444391.6891689989,5082774.557578095,"33N"
260309279,true,1999-09-23 20:10:00.000,14.2967289731,45.9206687929,"aa","","2","radio-transmitter","Ursus arctos","ancka","ancka","Brown bear Slovenia 1993-1999",445466.3666406639,5085473.747500963,"33N"
260309281,true,1994-03-26 00:00:00.000,14.2970739779,45.9188713573,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445491.35913317616,5085273.807505452,"33N"
260309282,true,1994-03-27 07:00:00.000,14.332932485,45.9118880713,"aa","","1","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",448265.52655321255,5084474.047528718,"33N"
260309283,true,1994-04-02 12:15:00.000,14.2780338074,45.9207771517,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",444016.8016837904,5085498.739995962,"33N"
260309284,true,1994-04-03 15:00:00.000,14.2780338074,45.9207771517,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",444016.8016837904,5085498.739995962,"33N"
260309285,true,1994-04-05 20:00:00.000,14.2754174996,45.9236848735,"aa","","2","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443816.86168854096,5085823.64248623,"33N"
260309286,true,1994-04-06 12:30:00.000,14.2770085319,45.9252695634,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443941.8241800329,5085998.589983323,"33N"
260309287,true,1994-04-07 12:30:00.000,14.2743335736,45.9079318467,"aa","Wiederfang in Rakek (Pranger) um 20:15","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443716.89168831025,5084074.167542986,"33N"
260309288,true,1994-04-08 11:00:00.000,14.3012004047,45.8725578468,"aa","","3","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445766.27663082734,5080125.352661826,"33N"
260309289,true,1994-04-13 11:00:00.000,14.3025053008,45.8712161396,"aa","","3","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445866.2466282485,5079975.397663378,"33N"
260309290,true,1994-04-14 11:00:00.000,14.3025053008,45.8712161396,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445866.2466282485,5079975.397663378,"33N"
260309291,true,1994-04-15 09:30:00.000,14.3025053008,45.8712161396,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445866.2466282485,5079975.397663378,"33N"
260309292,true,1994-04-17 11:00:00.000,14.2754467811,45.921435612,"aa","feeding on beech buds, person searching for antlers comes by - no reaction","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443816.8616860569,5085573.717494066,"33N"
260309293,true,1994-04-18 14:00:00.000,14.3018613097,45.8712122067,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445816.26163000666,5079975.397656397,"33N"
260309294,true,1994-04-19 14:00:00.000,14.3136580268,45.8546375965,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",446715.9916027636,5078125.952718693,"33N"
260309295,true,1994-04-24 17:20:00.000,14.2704022699,45.9128556078,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443416.98169516807,5084624.00251643,"33N"
260309296,true,1994-04-27 13:00:00.000,14.3133278207,45.8553104545,"ia","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",446690.99909856525,5078200.930219568,"33N"
260309297,true,1994-05-06 14:00:00.000,14.3024968595,45.871890928,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",445866.24662623275,5080050.375154114,"33N"
260309298,true,1994-05-12 16:30:00.000,14.2768966176,45.9090728207,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",443916.8316861174,5084199.130035086,"33N"
260309299,true,1994-05-16 15:30:00.000,14.310375071,45.8597916156,"aa","","4","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",446466.06661029934,5078700.780200521,"33N"
260309300,true,1994-05-29 11:40:00.000,14.3336454811,45.8522814854,"aa","","3","radio-transmitter","Ursus arctos","clio","clio","Brown bear Slovenia 1993-1999",448265.5265511065,5077851.035222306,"33N"
260309302,true,1998-08-31 14:00:00.000,14.7702058455,45.3692121287,"aa","capture, bear stuck with head in yellow oil drum","4","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",482005.40054084733,5023992.19933979,"33N"
260309303,true,1998-09-02 18:00:00.000,14.7770018074,45.3453791457,"aa","wanted to cross road (?), went back down in doline sniffing through garbage","4","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",482530.24302516144,5021342.994416455,"33N"
260309304,true,1998-09-08 11:30:00.000,14.7191633031,45.3645987104,"ii","","2","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",478006.6006619986,5023492.349350863,"33N"
260309305,true,1998-09-12 15:00:00.000,14.7631017623,45.3889945954,"nm","","3","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",481455.5655543315,5026191.539270238,"33N"
260309306,true,1998-09-21 11:00:00.000,14.7510170243,45.3781705478,"aa","handantenne defekt","1","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",480505.850585728,5024991.899309428,"33N"
260309307,true,1998-09-22 09:45:00.000,14.7816158081,45.3899313545,"aa","","3","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",482905.13051329064,5026291.509268163,"33N"
260309308,true,1998-10-09 20:00:00.000,14.7769275767,45.3642761983,"aa","","2","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",482530.24302524625,5023442.364352005,"33N"
260309309,true,1998-10-18 11:30:00.000,14.7842170664,45.3775631962,"aa","tracks in underpassage close to the location, but in other direction","3","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",483105.0705059395,5024916.921817253,"33N"
260309310,true,1998-10-19 13:00:00.000,14.8053616669,45.3551045669,"aa","","2","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",484754.5754578641,5022417.671886151,"33N"
260309311,true,1998-10-22 16:30:00.000,14.7699775035,45.2679760376,"aa","","3","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",481955.41554456233,5012745.574673048,"33N"
260309312,true,1998-11-08 18:00:00.000,14.7832297349,45.3017473681,"aa","","1","radio-transmitter","Ursus arctos","dinko","dinko","Brown bear Slovenia 1993-1999",483005.1005119913,5016494.449563172,"33N"
260309314,true,1997-05-04 02:00:00.000,14.3031661581,45.8698704914,"aa","capture.  Chased him away at 300","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445916.23162657133,5079825.442661893,"33N"
260309315,true,1997-05-05 16:35:00.000,14.3239727905,45.9066616784,"nm","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447565.7365725356,5083899.2200379325,"33N"
260309316,true,1997-05-07 11:50:00.000,14.31387646,45.9153743617,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446790.96909894247,5084873.927516375,"33N"
260309317,true,1997-05-09 14:05:00.000,14.3350134785,45.9265216097,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448440.47404895513,5086098.559979308,"33N"
260309318,true,1997-05-10 11:50:00.000,14.3180133799,45.9196730783,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447115.8715881466,5085348.785001015,"33N"
260309319,true,1997-05-12 16:30:00.000,14.3154324002,45.9198825904,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446915.93159473053,5085373.777495983,"33N"
260309320,true,1997-05-13 03:30:00.000,14.3372473381,45.9013407514,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448590.42904656986,5083299.400066697,"33N"
260309321,true,1997-05-14 21:35:00.000,14.3013103243,45.8637855938,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445766.2766315693,5079150.645181021,"33N"
260309322,true,1997-05-15 18:10:00.000,14.3251546952,45.8888979613,"aa","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447640.7140697551,5081924.812600265,"33N"
260309323,true,1997-05-18 14:00:00.000,14.3346992279,45.9258449471,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448415.4815464855,5086023.582481504,"33N"
260309324,true,1997-05-19 19:45:00.000,14.2993949831,45.9137118777,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445666.30662813154,5084698.980017707,"33N"
260309325,true,1997-05-20 14:50:00.000,14.2937087777,45.9046790653,"aa","","1","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445216.4416482879,5083699.2800481785,"33N"
260309326,true,1997-05-21 15:30:00.000,14.3001977718,45.9011198617,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445716.29163197003,5083299.400056134,"33N"
260309327,true,1997-05-23 11:30:00.000,14.2719264766,45.8948696935,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",443516.95169282623,5082624.602581218,"33N"
260309328,true,1997-05-24 08:20:00.000,14.2765297648,45.8877006613,"aa","am","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",443866.8466858028,5081824.842600448,"33N"
260309329,true,1997-05-27 15:45:00.000,14.3322394613,45.9159330331,"ii","searched for bed, not find, find plenty beas signs","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448215.5415516857,5084923.912513969,"33N"
260309330,true,1997-05-28 10:45:00.000,14.3327383772,45.9280829588,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448265.526552594,5086273.507471676,"33N"
260309331,true,1997-05-29 13:00:00.000,14.3314490715,45.9280754231,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448165.55655634386,5086273.507473188,"33N"
260309332,true,1997-05-30 12:00:00.000,14.3133124094,45.9088475666,"ii","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446740.984100568,5084149.145038014,"33N"
260309333,true,1997-06-01 16:50:00.000,14.3282672228,45.8979141319,"aa","propably she was on sumni vrh and haded n during telemetry","2","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447890.6390660247,5082924.512570815,"33N"
260309334,true,1997-06-03 12:15:00.000,14.3298970263,45.923117553,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448040.5940596294,5085723.672487361,"33N"
260309335,true,1997-06-04 18:30:00.000,14.3135736214,45.9137979281,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446765.97660020395,5084698.9800145505,"33N"
260309336,true,1997-06-05 12:45:00.000,14.3145846531,45.9102048758,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446840.95409220294,5084299.100032804,"33N"
260309337,true,1997-06-06 18:45:00.000,14.3094067913,45.9119732618,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446441.07411084726,5084499.040027968,"33N"
260309338,true,1997-06-09 18:00:00.000,14.2947721763,45.897037485,"aa","feeding in young plantation, observing fof 5 min","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445291.4191420341,5082849.535074245,"33N"
260309339,true,1997-06-11 13:30:00.000,14.3135708482,45.9140228565,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446765.9765995617,5084723.972520595,"33N"
260309340,true,1997-06-12 13:30:00.000,14.3091194878,45.8831784831,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446391.08910812775,5081300.000116369,"33N"
260309341,true,1997-06-13 13:45:00.000,14.3320844984,45.9019855272,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448190.54905746283,5083374.377553905,"33N"
260309342,true,1997-06-15 20:50:00.000,14.3132402807,45.9146957052,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446740.9840978395,5084798.950013307,"33N"
260309343,true,1997-06-17 11:45:00.000,14.2929706178,45.8866788414,"aa","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",445141.4641506025,5081699.880104087,"33N"
260309344,true,1997-06-21 13:30:00.000,14.3297017517,45.859006836,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447965.61656297033,5078600.810202174,"33N"
260309345,true,1997-06-24 10:25:00.000,14.3278812998,45.8497733031,"aa","","2","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447815.66156541335,5077576.1177323405,"33N"
260309346,true,1997-06-26 12:25:00.000,14.3439882385,45.8487421747,"aa","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",449065.286525389,5077451.15524149,"33N"
260309347,true,1997-06-28 11:05:00.000,14.3493174831,45.888588215,"nm","","1","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",449515.1515179385,5081874.82760072,"33N"
260309348,true,1997-06-30 08:30:00.000,14.3309281803,45.8909564256,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448090.5790569456,5082149.745090701,"33N"
260309349,true,1997-07-01 11:20:00.000,14.3496481702,45.86024684,"aa","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",449515.15151400137,5078725.772697138,"33N"
260309350,true,1997-07-02 13:00:00.000,14.3394763866,45.8763846587,"aa","","4","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448740.38403640495,5080525.232647434,"33N"
260309351,true,1997-07-03 12:40:00.000,14.3344955875,45.8889527449,"aa","","2","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448365.4965519172,5081924.812602443,"33N"
260309352,true,1997-07-04 11:50:00.000,14.3256608305,45.9269166906,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",447715.69156691537,5086148.544981389,"33N"
260309353,true,1997-07-05 12:30:00.000,14.3155209034,45.9126848837,"aa","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446915.9315915729,5084574.017520981,"33N"
260309354,true,1997-07-07 09:00:00.000,14.3114152844,45.9059118621,"ii","","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446591.0291047209,5083824.24254262,"33N"
260309355,true,1997-07-08 10:30:00.000,14.3110903052,45.9061348487,"aa","fresh tracks of 2 bears in grass","3","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",446566.0366024216,5083849.235047751,"33N"
260309356,true,1997-07-09 21:41:00.000,14.3305790451,45.8932038391,"ii","","2","radio-transmitter","Ursus arctos","dusan","dusan","Brown bear Slovenia 1993-1999",448065.58656295633,5082399.67008974,"33N"
260309358,true,1998-04-14 15:00:00.000,14.4558928377,45.8603522529,"nm","time: 0115, coordinates: 55750/80400 capture","3","radio-transmitter","Ursus arctos","ivan","ivan","Brown bear Slovenia 1993-1999",457762.67626426904,5078675.787697408,"33N"
260309359,true,1998-04-15 12:40:00.000,14.4672038002,45.8559066132,"nm","","3","radio-transmitter","Ursus arctos","ivan","ivan","Brown bear Slovenia 1993-1999",458637.4137407463,5078175.937710761,"33N"
260309360,true,1998-04-17 15:30:00.000,14.4647280459,45.8790645449,"nm","","3","radio-transmitter","Ursus arctos","ivan","ivan","Brown bear Slovenia 1993-1999",458462.4662502537,5080750.165135631,"33N"
260309361,true,1998-04-21 18:45:00.000,14.4542947049,45.8920620594,"ii","","2","radio-transmitter","Ursus arctos","ivan","ivan","Brown bear Slovenia 1993-1999",457662.7062714511,5082199.730098529,"33N"
260309362,true,1998-04-22 14:25:00.000,14.4562976904,45.8848733412,"ii","","3","radio-transmitter","Ursus arctos","ivan","ivan","Brown bear Slovenia 1993-1999",457812.6612639852,5081399.970117912,"33N"
