event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,location-error-text,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
260309843,true,1996-07-05 09:30:00.000,14.3278400096,45.8799159436,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447840.6540695518,5080925.112634406,"33N"
260309844,true,1996-07-10 14:45:00.000,14.3242431321,45.9109372359,"nm","","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447590.7290721593,5084374.077526617,"33N"
260309845,true,1996-07-15 09:50:00.000,14.3232873868,45.9100317995,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447515.7515744596,5084274.107527065,"33N"
260309846,true,1996-07-19 18:10:00.000,14.3236068759,45.9102586362,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447540.74407434696,5084299.100027028,"33N"
260309847,true,1996-07-22 09:25:00.000,14.3242567807,45.909812591,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447590.7290728792,5084249.11502912,"33N"
260309848,true,1996-07-23 16:10:00.000,14.3258651588,45.910047036,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447715.69157234346,5084274.107532134,"33N"
260309849,true,1996-07-28 14:20:00.000,14.3245871857,45.9091397089,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447615.72156921553,5084174.13753028,"33N"
260309850,true,1996-08-01 15:55:00.000,14.3117791748,45.9025398737,"nm","","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446616.02160013566,5083449.355061072,"33N"
260309851,true,1996-08-02 16:10:00.000,14.3091961784,45.9029741786,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446416.08161202667,5083499.340058506,"33N"
260309852,true,1996-08-05 14:25:00.000,14.3104821123,45.9032068907,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.0516020881,5083524.33255481,"33N"
260309853,true,1996-08-11 09:40:00.000,14.3104821123,45.9032068907,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.0516020881,5083524.33255481,"33N"
260309854,true,1996-08-15 08:45:00.000,14.310156031,45.9035198462,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446491.05910635827,5083559.3220533775,"33N"
260309855,true,1996-08-17 09:45:00.000,14.3111654197,45.9000617751,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.0366057722,5083174.4375653975,"33N"
260309856,true,1996-08-19 12:10:00.000,14.2949064001,45.9118847092,"ii","at Jerenovec hercules fresh tracks","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445316.41164212173,5084499.040024333,"33N"
260309857,true,1996-08-20 17:15:00.000,14.2942761944,45.9107560932,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445266.42664165515,5084374.07752446,"33N"
260309858,true,1996-08-25 15:45:00.000,14.2943560044,45.9044581185,"ii","lots of scat near hercules (small and big)","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445266.4266440468,5083674.287546625,"33N"
260309859,true,1996-08-28 08:35:00.000,14.2945955685,45.9109830104,"aa","tried with automatic camera at Jerenovec","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445291.4191444836,5084399.070033124,"33N"
260309860,true,1996-08-29 09:25:00.000,14.2945927189,45.9112079379,"aa","fersh scats and tracks at hercules","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445291.4191428582,5084424.062527522,"33N"
260309861,true,1996-08-30 10:45:00.000,14.2945927189,45.9112079379,"aa","again bear tracks at Jerenovec","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445291.4191428582,5084424.062527522,"33N"
260309862,true,1996-09-05 14:00:00.000,14.2948950062,45.9127844192,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445316.4116387729,5084599.010017079,"33N"
260309863,true,1996-09-07 09:50:00.000,14.3110875227,45.9063597772,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.0366008209,5083874.227544276,"33N"
260309864,true,1996-09-08 14:25:00.000,14.3130207191,45.9063714157,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446715.99159720226,5083874.227547103,"33N"
260309865,true,1996-09-10 10:20:00.000,14.3110986525,45.905460063,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.0366069561,5083774.257541974,"33N"
260309866,true,1996-09-12 14:40:00.000,14.3114875826,45.9000637167,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446591.0291057436,5083174.43756623,"33N"
260309867,true,1996-09-18 09:20:00.000,14.3111320385,45.9027609197,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.0366079406,5083474.3475537,"33N"
260309868,true,1996-09-23 08:25:00.000,14.3111292565,45.9029858484,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.03660672554,5083499.340057404,"33N"
260309869,true,1996-09-24 09:40:00.000,14.305977187,45.9027297278,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446166.15661945514,5083474.347554934,"33N"
260309870,true,1996-09-27 18:00:00.000,14.3072938731,45.9004882623,"aa","came to feeding site just when we finished with traps","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446266.1266094426,5083224.422562162,"33N"
260309871,true,1996-10-05 15:30:00.000,14.3136651182,45.9063752879,"aa","Vera captured in the morning at Mais 2","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446765.9765987648,5083874.227544353,"33N"
260309872,true,1996-10-06 14:00:00.000,14.3136651182,45.9063752879,"nm","still separated from Vera","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446765.9765987648,5083874.227544353,"33N"
260309873,true,1996-10-07 09:45:00.000,14.3133488861,45.9320170944,"ii","together with Vera again, must have met at night","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446765.97659818357,5086723.372463293,"33N"
260309874,true,1996-10-11 13:00:00.000,14.3104319836,45.9072556043,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309875,true,1996-10-12 14:00:00.000,14.3104319836,45.9072556043,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309876,true,1996-10-13 07:00:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309877,true,1996-10-14 07:00:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309878,true,1996-10-15 07:00:00.000,14.3104319836,45.9072556043,"nm","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309879,true,1996-10-16 07:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309880,true,1996-10-17 07:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309881,true,1996-10-18 07:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309882,true,1996-10-19 07:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309883,true,1996-10-20 14:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309884,true,1996-10-21 11:15:00.000,14.298235126,45.8522944416,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445516.35163772514,5077876.0277199745,"33N"
260309885,true,1996-10-23 07:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309886,true,1996-10-24 10:30:00.000,14.282694985,45.859171309,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",444316.71167322755,5078650.795202378,"33N"
260309887,true,1996-10-25 22:00:00.000,14.3212960839,45.8618815293,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447315.8115842053,5078925.712687405,"33N"
260309888,true,1996-10-26 10:00:00.000,14.3109939257,45.8618198726,"nm","about 50 hunters nearby (drivehunt) and forestry workers, bear not seen!","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.0516059941,5078925.7126972275,"33N"
260309889,true,1996-10-27 10:15:00.000,14.2910593208,45.8596734053,"nm","Lucia very close by","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",444966.5166548213,5078700.780194235,"33N"
260309890,true,1996-10-28 10:30:00.000,14.3045086961,45.9171172901,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446066.1866212008,5085073.867512864,"33N"
260309891,true,1996-10-29 08:30:00.000,14.3072938731,45.9004882623,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446266.1266094426,5083224.422562162,"33N"
260309892,true,1996-10-30 20:50:00.000,14.3322016866,45.91908204,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448215.54155172163,5085273.807505098,"33N"
260309893,true,1996-10-31 11:00:00.000,14.3296018213,45.9208663749,"ii","","1","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448015.60156148346,5085473.74749185,"33N"
260309894,true,1996-11-01 08:15:00.000,14.329517824,45.9278391637,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448015.6015604558,5086248.514970465,"33N"
260309895,true,1996-11-02 22:00:00.000,14.2994681293,45.9335074545,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445691.29912654497,5086898.319956396,"33N"
260309896,true,1996-11-03 17:00:00.000,14.2930051446,45.8585607257,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445116.47164585884,5078575.817705196,"33N"
260309897,true,1996-11-04 08:20:00.000,14.3064814924,45.9139800508,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446216.14161674614,5084723.972516818,"33N"
260309898,true,1996-11-07 13:00:00.000,14.3295578564,45.8173906251,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447915.6315650098,5073977.197835619,"33N"
260309899,true,1996-11-08 07:00:00.000,14.3282230941,45.9282814486,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447915.63156158855,5086298.4999681115,"33N"
260309900,true,1996-11-10 14:30:00.000,14.3149511498,45.9066079501,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446865.946594469,5083899.220038558,"33N"
260309901,true,1996-11-12 07:40:00.000,14.3397131582,45.8835843082,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448765.3765361817,5081324.992620777,"33N"
260309902,true,1996-11-13 08:20:00.000,14.3416608518,45.8550273155,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448890.3390322409,5078150.945217514,"33N"
260309903,true,1996-11-24 13:00:00.000,14.330251077,45.8668832008,"nm","in the morning tracks of bear family at Poko Luderplatz","1","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448015.60155864636,5079475.547676876,"33N"
260309904,true,1996-11-25 15:15:00.000,14.3241556602,45.8915914077,"nm","tracks of four bears at 47.550/83.150","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447565.7365765331,5082224.722591366,"33N"
260309905,true,1997-03-07 15:15:00.000,14.3126867829,45.855081653,"aa","reduction to U10 at the edge of doline","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446641.01410477894,5078175.937712645,"33N"
260309906,true,1997-03-08 18:15:00.000,14.2970042603,45.8477879253,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445416.3816385473,5077376.177743811,"33N"
260309907,true,1997-03-09 12:15:00.000,14.294024995,45.8542930333,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445191.4491459759,5078100.960214188,"33N"
260309908,true,1997-03-15 17:30:00.000,14.303954164,45.9099156728,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446016.2016213791,5084274.107530074,"33N"
260309909,true,1997-03-16 07:15:00.000,14.3142873604,45.9081785856,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446815.9615928099,5084074.167541383,"33N"
260309910,true,1997-03-18 16:45:00.000,14.3208974553,45.8681776739,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447290.8190818293,5079625.502672406,"33N"
260309911,true,1997-03-19 16:45:00.000,14.2991429403,45.9337304048,"aa","at night at logatec feeding place","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445666.3066337912,5086923.312456731,"33N"
260309912,true,1997-03-20 11:50:00.000,14.2666450745,45.9045085821,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443117.0717100623,5083699.280054427,"33N"
260309913,true,1997-03-21 21:00:00.000,14.3014821477,45.850064863,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445766.276626299,5077626.102727368,"33N"
260309914,true,1997-03-22 10:10:00.000,14.3269365056,45.9280489335,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447815.6615691368,5086273.507466543,"33N"
260309915,true,1997-03-23 17:15:00.000,14.3162997682,45.9279857889,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446990.9090939544,5086273.5074676275,"33N"
260309916,true,1997-03-24 14:15:00.000,14.3334740493,45.8396834189,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448240.53405376803,5076451.455269553,"33N"
260309917,true,1997-03-27 11:45:00.000,14.3216214723,45.9145208229,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447390.7890809145,5084773.95751998,"33N"
260309918,true,1997-03-29 07:00:00.000,14.3282238217,45.9015130053,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447890.63906779245,5083324.392564985,"33N"
260309919,true,1997-04-04 08:00:00.000,14.3278962209,45.9019609698,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447865.64656187274,5083374.377561274,"33N"
260309920,true,1997-04-07 11:50:00.000,14.3110680445,45.9079342766,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446566.0366072661,5084049.175036759,"33N"
260309921,true,1997-04-08 16:30:00.000,14.3104319836,45.9072556043,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309922,true,1997-04-10 13:45:00.000,14.3488477676,45.8460706005,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",449440.17402067303,5077151.245247802,"33N"
260309923,true,1997-04-11 11:30:00.000,14.3194454742,45.9079844766,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447215.8415865576,5084049.175041918,"33N"
260309924,true,1997-04-12 12:00:00.000,14.3104375539,45.9068057474,"aa","activity monitoring from 13:00 on.","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160192936,5083924.212542434,"33N"
260309925,true,1997-04-14 11:40:00.000,14.3282719654,45.924232735,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447915.63155975356,5085848.634984364,"33N"
260309926,true,1997-04-15 07:45:00.000,14.3352283335,45.8815337893,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448415.4815472509,5081100.060129015,"33N"
260309927,true,1997-04-17 08:30:00.000,14.3104319836,45.9072556043,"aa","1015 activity monitoring on","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309928,true,1997-04-18 08:30:00.000,14.3104319836,45.9072556043,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309929,true,1997-04-19 08:00:00.000,14.3104319836,45.9072556043,"aa","activity monitoring","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446516.05160929967,5083974.19753804,"33N"
260309930,true,1997-04-21 13:00:00.000,14.2741463953,45.8728390864,"nm","old tracs leading in maja direction","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443666.9066881358,5080175.337654948,"33N"
260309931,true,1997-04-22 11:00:00.000,14.2722378655,45.8710273733,"nm","tracks of one bear, bed near M Dovc, tracks going to plantation-joined by other","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443516.9516966759,5079975.397664447,"33N"
260309932,true,1997-04-27 12:20:00.000,14.3289165733,45.9242365224,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447965.61656119133,5085848.634989462,"33N"
260309933,true,1997-04-28 14:15:00.000,14.3321477119,45.9235806182,"aa","together with another bear, escaped after one minute.","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448215.5415563768,5085773.657490146,"33N"
260309934,true,1997-04-29 14:15:00.000,14.3305253878,45.9244709036,"aa","activity monitoring at 1530","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448090.5790545286,5085873.62748953,"33N"
260309935,true,1997-04-30 11:45:00.000,14.3292280335,45.9251381292,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447990.6090590095,5085948.60497735,"33N"
260309936,true,1997-05-01 08:15:00.000,14.3291605389,45.9039929078,"aa","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447965.6165623205,5083599.310057843,"33N"
260309937,true,1997-05-03 20:30:00.000,14.3332493307,45.9123398105,"ii","am","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448290.5190507822,5084524.032522091,"33N"
260309938,true,1997-05-04 06:30:00.000,14.325835202,45.9125212552,"aa","am","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447715.6915682077,5084549.025026657,"33N"
260309939,true,1997-05-05 16:35:00.000,14.3120346698,45.9079401003,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446641.01409962453,5084049.17504314,"33N"
260309940,true,1997-05-10 10:55:00.000,14.3285589914,45.9271587006,"ii","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447940.6240637215,5086173.5374781545,"33N"
260309941,true,1997-05-12 17:50:00.000,14.303011226,45.9337540639,"ii","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445966.21661880927,5086923.312448494,"33N"
260309942,true,1997-05-15 18:50:00.000,14.3312466648,45.8644146165,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448090.57905549475,5079200.630180322,"33N"
260309943,true,1997-05-16 08:25:00.000,14.3286601696,45.865299237,"ii","day monitoring (12h)","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447890.6390662077,5079300.600184542,"33N"
260309944,true,1997-05-17 09:15:00.000,14.3295367938,45.9262646638,"aa","at night move up and down lipovec 2100 good signal at feeding place","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448015.6015578425,5086073.567479686,"33N"
260309945,true,1997-05-18 15:45:00.000,14.3049257,45.9353403342,"ii","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446116.1716164262,5087098.259945185,"33N"
260309946,true,1997-05-19 18:30:00.000,14.2962132758,45.9359618413,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445441.37414145906,5087173.237444957,"33N"
260309947,true,1997-05-20 17:10:00.000,14.2910467661,45.9366047378,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445041.4941494683,5087248.214944906,"33N"
260309948,true,1997-05-21 06:40:00.000,14.3405622581,45.8934868333,"ii","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448840.3540342967,5082424.662590122,"33N"
260309949,true,1997-05-23 15:00:00.000,14.3164590646,45.9412584489,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447015.9015932552,5087748.0649310015,"33N"
260309950,true,1997-05-26 16:05:00.000,14.2825138434,45.9232797606,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",444366.69666959945,5085773.657491922,"33N"
260309951,true,1997-05-27 12:30:00.000,14.2732272967,45.8692340967,"nm","cheched for day bed-not find","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443591.9291897998,5079775.457671056,"33N"
260309952,true,1997-05-28 18:45:00.000,14.2884907968,45.9347892986,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",444841.5541521401,5087048.274949344,"33N"
260309953,true,1997-05-30 13:30:00.000,14.3010346944,45.9371161541,"nm","","2","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445816.2616239344,5087298.199939897,"33N"
260309954,true,1997-05-31 09:40:00.000,14.2947323085,45.9001864776,"nm","day monitoring","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445291.4191433727,5083199.430060431,"33N"
260309955,true,1997-06-01 17:30:00.000,14.2760725728,45.8733011992,"nm","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443816.8616872245,5080225.322652534,"33N"
260309956,true,1997-06-03 17:45:00.000,14.3273717805,45.9453721913,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447865.6465634484,5088197.9299161155,"33N"
260309957,true,1997-06-05 12:55:00.000,14.3269460041,45.9006057041,"ii","","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447790.6690637411,5083224.42256308,"33N"
260309958,true,1997-06-06 17:15:00.000,14.297448608,45.8891808676,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445491.359138607,5081974.797602689,"33N"
260309959,true,1997-06-07 09:00:00.000,14.2741786042,45.8703648773,"ii","am","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",443666.9066922505,5079900.420165304,"33N"
260309960,true,1997-06-11 14:55:00.000,14.3052677283,45.9337678047,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",446141.1641163552,5086923.312457215,"33N"
260309961,true,1997-06-12 16:00:00.000,14.2985407633,45.9303525453,"aa","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",445616.3216293603,5086548.424968488,"33N"
260309962,true,1997-06-13 16:00:00.000,14.3352792986,45.8772601058,"ii","","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448415.4815512427,5080625.202639339,"33N"
260309963,true,1997-06-16 08:00:00.000,14.3305507325,45.8419158071,"aa","am","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448015.60156179906,5076701.380260653,"33N"
260309964,true,1997-06-17 15:30:00.000,14.3323848413,45.8500246526,"ii","","4","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",448165.5565535444,5077601.110236709,"33N"
260309965,true,1997-06-18 21:00:00.000,14.3175813631,45.8497122525,"ii","am","3","radio-transmitter","Ursus arctos","maja","maja","Brown bear Slovenia 1993-1999",447015.901589133,5077576.11773186,"33N"
260309967,true,1994-03-24 07:00:00.000,14.3283729785,45.8891418685,"aa","","4","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",447890.6390675263,5081949.805105443,"33N"
260309968,true,1994-03-25 07:00:00.000,14.3078655314,45.9063403071,"ia","","2","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",446316.11161107954,5083874.22754728,"33N"
260309969,true,1994-03-26 07:00:00.000,14.3078655314,45.9063403071,"nm","","1","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",446316.11161107954,5083874.22754728,"33N"
260309970,true,1994-03-28 19:15:00.000,14.2719899117,45.9146652941,"aa","","4","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",443541.94419356855,5084823.942511972,"33N"
260309971,true,1994-03-29 11:00:00.000,14.2926628081,45.8855522059,"ii","","4","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",445116.4716456609,5081574.917611838,"33N"
260309972,true,1994-03-31 18:30:00.000,14.2901021241,45.858992621,"nm","","4","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",444891.53915059706,5078625.802699868,"33N"
260309973,true,1994-04-01 06:30:00.000,14.3031661581,45.8698704914,"aa","","4","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",445916.23162657133,5079825.442661893,"33N"
260309974,true,1994-04-03 16:50:00.000,14.2984585185,45.9368754237,"aa","","2","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",445616.3216334222,5087273.207444469,"33N"
260309975,true,1994-04-05 16:00:00.000,14.2974161211,45.9172988474,"nm","","2","radio-transmitter","Ursus arctos","metka","metka","Brown bear Slovenia 1993-1999",445516.35163614765,5085098.860008516,"33N"
